Top pages,Clicks,Impressions,CTR,Position
https://www.johndcook.com/blog/2018/07/13/fibonacci-meets-pythagoras/,263,21331,1.23%,8.98
https://www.johndcook.com/blog/2023/10/04/lemniscate-functions/,262,63116,0.42%,8.97
https://www.johndcook.com/blog/2023/09/03/eigenvectors-of-dft/,262,3242,8.08%,21.6
https://www.johndcook.com/blog/2022/04/05/cubic/,260,25419,1.02%,40.3
https://www.johndcook.com/blog/2010/07/13/lincoln-index/,260,17084,1.52%,14.89
https://www.johndcook.com/blog/2015/08/12/debugging-financial-spreadsheet/,259,8363,3.1%,43.05
https://www.johndcook.com/blog/2024/02/23/masked-names/,259,2166,11.96%,9.24
https://www.johndcook.com/blog/2023/11/08/zcdp/,258,8070,3.2%,5.92
https://www.johndcook.com/blog/2020/07/26/cesaro-summation/,257,24845,1.03%,12.3
https://www.johndcook.com/blog/2019/04/14/randu/,257,13223,1.94%,16.61
https://www.johndcook.com/blog/2023/07/04/halleys-method/,256,13968,1.83%,8.22
https://www.johndcook.com/blog/2012/11/06/general-formula-for-normal-moments/,256,12276,2.09%,25.94
https://www.johndcook.com/blog/2020/04/20/truncated-cauchy-distribution/,256,4332,5.91%,31.24
https://www.johndcook.com/blog/2021/09/04/morse-code-palindromes/,255,19901,1.28%,23.49
https://www.johndcook.com/blog/2023/06/03/matrix-powers/,255,13131,1.94%,32.88
https://www.johndcook.com/blog/2022/11/27/conformal-map-ellipse/,253,10932,2.31%,9.34
https://www.johndcook.com/blog/2024/01/01/groups-of-order-2024/,253,6382,3.96%,35.55
https://www.johndcook.com/blog/2016/05/18/cepstrum-quefrency-and-pitch/,252,19700,1.28%,12.2
https://www.johndcook.com/blog/2021/03/21/simple-trig-approx/,251,32949,0.76%,36.27
https://www.johndcook.com/blog/2024/02/24/log-approximation/,251,17250,1.46%,23.75
https://www.johndcook.com/blog/2022/03/13/fsk-spectrum/,251,8640,2.91%,27.46
https://www.johndcook.com/blog/2022/09/06/inverse-cosine-near-1/,250,21190,1.18%,23.77
https://www.johndcook.com/blog/2019/06/20/bounds-on-the-nth-prime/,249,9105,2.73%,16.9
https://www.johndcook.com/blog/csharp_phi/,249,3674,6.78%,10.89
https://www.johndcook.com/blog/2018/08/06/hom-functors/,248,42428,0.58%,25.18
https://www.johndcook.com/blog/2016/01/07/connectivity-graph-laplacian/,248,38268,0.65%,15.2
https://www.johndcook.com/blog/2010/01/19/dont-invert-that-matrix/,248,11106,2.23%,41.4
https://www.johndcook.com/blog/2021/11/06/gamma-tail-estimate/,248,4670,5.31%,28.65
https://www.johndcook.com/blog/2018/04/30/tridiagonal-systems/,247,10790,2.29%,19.98
https://www.johndcook.com/blog/2022/12/14/poisson-bounds/,246,8331,2.95%,12.43
https://www.johndcook.com/blog/2022/10/20/directrix-of-a-conic/,245,70518,0.35%,23.94
https://www.johndcook.com/blog/2008/03/14/what-is-the-cosine-of-a-matrix/,245,8540,2.87%,18.64
https://www.johndcook.com/blog/2023/07/17/searching-for-proper-nouns/,245,7443,3.29%,15.41
https://www.johndcook.com/blog/2023/06/29/multiplication-via-parabola/,244,6431,3.79%,12.87
https://www.johndcook.com/blog/2019/09/02/number-of-possible-unicode-characters/,243,81909,0.3%,10.56
https://www.johndcook.com/blog/2023/03/16/two-letter-abbreviations/,243,35406,0.69%,18.4
https://www.johndcook.com/blog/2025/01/01/abelian-groups-of-order-2025/,243,7811,3.11%,22.35
https://www.johndcook.com/blog/2019/10/29/computing-pi-with-bc/,241,11958,2.02%,35.95
https://www.johndcook.com/blog/2022/06/26/mobius-transformation-circles/,240,21096,1.14%,19.3
https://www.johndcook.com/blog/2008/10/20/nearly-everyone-is-above-average/,238,31546,0.75%,7.78
https://www.johndcook.com/blog/gamma_python/,238,22117,1.08%,14.16
https://www.johndcook.com/blog/2017/10/04/no-critical-point-between-two-peaks/,237,23405,1.01%,22.22
https://www.johndcook.com/blog/2020/06/01/sinc-approximation/,237,4279,5.54%,20.04
https://www.johndcook.com/blog/2020/04/21/truncated-vs-clipped/,236,17667,1.34%,20.14
https://www.johndcook.com/blog/cpp_phi_inverse/,235,6465,3.63%,26.12
https://www.johndcook.com/blog/2023/11/26/numerical-integral-with-a-singularity/,234,10247,2.28%,27.82
https://www.johndcook.com/blog/2023/03/20/solid-angle-of-a-star/,233,35043,0.66%,29.94
https://www.johndcook.com/blog/2019/03/14/irreducible-polynomials/,233,32299,0.72%,22.32
https://www.johndcook.com/blog/2019/04/04/higher-dimensional-squircles/,232,5609,4.14%,9.7
https://www.johndcook.com/blog/2019/03/11/elliptic-curves-gf2-gf3/,231,13007,1.78%,25.86
https://www.johndcook.com/blog/bias_consistency/,230,26927,0.85%,20.18
https://www.johndcook.com/blog/2017/03/16/duals-and-double-duals-of-banach-spaces/,230,26604,0.86%,30.09
https://www.johndcook.com/blog/cpp_erf/,230,7582,3.03%,16.5
https://www.johndcook.com/blog/2022/10/20/latus-rectum/,229,97164,0.24%,9.81
https://www.johndcook.com/blog/2021/08/28/computing-zeta-3/,229,24125,0.95%,12.74
https://www.johndcook.com/blog/2021/12/28/lagrange-points-l1-and-l2/,229,18874,1.21%,27.03
https://www.johndcook.com/blog/2011/10/25/erdos-proof/,229,7265,3.15%,27.82
https://www.johndcook.com/blog/2019/04/21/what-is-an-isogeny/,228,21604,1.06%,13.86
https://www.johndcook.com/lat_long_distance.html,227,36057,0.63%,26.41
https://www.johndcook.com/blog/2018/06/07/stirling-numbers/,227,32763,0.69%,16.98
https://www.johndcook.com/blog/2010/07/02/volumes-of-generalized-unit-balls/,226,16902,1.34%,28.76
https://www.johndcook.com/blog/2018/05/16/f-bartlett-levene/,225,20269,1.11%,38.19
https://www.johndcook.com/blog/2019/11/18/arctan-k-tanx/,224,23927,0.94%,26.5
https://www.johndcook.com/blog/2022/08/28/non-euclidean-circles/,224,19478,1.15%,26.86
https://www.johndcook.com/blog/2020/04/13/kronecker-product-hadamard-matrix/,224,11266,1.99%,26.38
https://www.johndcook.com/blog/2011/09/17/latitude-doesnt-exactly-mean-what-i-thought/,223,30302,0.74%,8.1
https://www.johndcook.com/blog/2020/08/04/continued-fraction-sqrt/,220,34692,0.63%,23.95
https://www.johndcook.com/blog/normal_approx_to_poisson/,219,24342,0.9%,22.22
https://www.johndcook.com/blog/normal_approx_to_beta/,219,11851,1.85%,14
https://www.johndcook.com/blog/2022/07/19/keyhole-contour-integrals/,218,16556,1.32%,29.67
https://www.johndcook.com/blog/2011/06/21/how-to-fit-an-elephant/,217,13169,1.65%,7.91
https://www.johndcook.com/blog/2019/02/15/elliptic-curve-names/,216,7617,2.84%,25.44
https://www.johndcook.com/blog/2018/08/25/epi-and-mono/,215,35357,0.61%,26.59
https://www.johndcook.com/blog/2021/11/14/solving-equations-with-lambert-w/,215,22318,0.96%,11.36
https://www.johndcook.com/blog/2024/07/06/retrograde/,215,20618,1.04%,21.46
https://www.johndcook.com/blog/2022/06/23/bump-functions/,215,17046,1.26%,10.96
https://www.johndcook.com/blog/2010/10/20/best-rational-approximation/,214,15932,1.34%,21.13
https://www.johndcook.com/blog/2023/09/06/checksum-polynomials/,214,6636,3.22%,22.07
https://www.johndcook.com/cubic_solver.html,213,39387,0.54%,16.94
https://www.johndcook.com/blog/2021/03/14/illustrating-gershgorn-disks-with-numpy/,213,8042,2.65%,14.45
https://www.johndcook.com/Differentiation_in_Banach_spaces.pdf,212,7533,2.81%,33.33
https://www.johndcook.com/blog/2015/12/22/the-dirac-comb-or-sha-function/,211,25025,0.84%,9.98
https://www.johndcook.com/blog/2018/11/21/renyi-differential-privacy/,211,10384,2.03%,7.75
https://www.johndcook.com/blog/2023/01/22/heat-equation-gaussian/,211,4496,4.69%,25.56
https://www.johndcook.com/blog/2019/12/10/fundamental-frequency/,210,31631,0.66%,18.15
https://www.johndcook.com/blog/2008/07/20/why-heights-are-not-normally-distributed/,210,15741,1.33%,14.58
https://www.johndcook.com/blog/2018/01/02/the-engineers-nyquist-frequency-and-the-sampling-theorem/,209,108512,0.19%,18.81
https://www.johndcook.com/blog/2020/06/30/double-words/,209,24641,0.85%,9.78
https://www.johndcook.com/blog/2021/06/16/faster-quaternion-rotations/,209,9955,2.1%,41.82
https://www.johndcook.com/blog/2010/10/13/googol/,208,70083,0.3%,22.71
https://www.johndcook.com/blog/2024/01/11/a-caret-euro-trademark/,208,43711,0.48%,13.84
https://www.johndcook.com/blog/2020/01/26/lorenz-system/,208,30794,0.68%,10.11
https://www.johndcook.com/blog/2019/07/30/ddh/,208,14206,1.46%,8.21
https://www.johndcook.com/blog/2024/01/17/bernoulli-ode/,208,9369,2.22%,30.65
https://www.johndcook.com/blog/2022/10/21/math-origins/,208,5397,3.85%,35
https://www.johndcook.com/blog/2016/06/15/ascii-art-diagrams-in-emacs-org-mode/,207,5136,4.03%,11.39
https://www.johndcook.com/blog/2022/10/02/flags-unicode/,206,38962,0.53%,10.53
https://www.johndcook.com/blog/2023/09/26/normal-and-non-normal-subgroups/,206,35613,0.58%,30.34
https://www.johndcook.com/blog/2010/05/18/normal-approximation-to-logistic/,206,21115,0.98%,22.67
https://www.johndcook.com/blog/2022/06/01/zip-code-distance/,205,94028,0.22%,8.87
https://www.johndcook.com/blog/2023/11/05/kl-divergence-normal/,205,13539,1.51%,19.19
https://www.johndcook.com/blog/2009/09/25/how-many-trig-functions/,204,64925,0.31%,45.3
https://www.johndcook.com/blog/2018/09/06/accuracy-precision-and-recall/,204,42746,0.48%,29.45
https://www.johndcook.com/blog/2022/09/08/trig-hyperbolic-geometry/,204,10199,2%,22.43
https://www.johndcook.com/blog/2023/03/13/shuffle-product/,204,5451,3.74%,17.94
https://www.johndcook.com/blog/2021/06/02/perfect-fifths-octaves/,202,43877,0.46%,10.61
https://www.johndcook.com/blog/2020/11/18/smallest-n-with-h-divisors/,202,42731,0.47%,23.75
https://www.johndcook.com/blog/2018/09/03/counting-prime-powers/,202,23387,0.86%,32.59
https://www.johndcook.com/blog/2018/03/30/curvature-and-automatic-differentiation/,202,8413,2.4%,30.92
https://www.johndcook.com/blog/2021/11/01/number-sets-html/,201,15729,1.28%,20.37
https://www.johndcook.com/blog/2021/01/06/quaternion-square-roots/,201,6570,3.06%,26.09
https://www.johndcook.com/blog/2022/05/21/decoding-a-grid-square/,201,4513,4.45%,15.52
https://www.johndcook.com/blog/2010/10/31/hexadecimal/,200,41101,0.49%,83.31
https://www.johndcook.com/blog/2017/11/08/why-is-kullback-leibler-divergence-not-a-distance/,200,21646,0.92%,22.05
https://www.johndcook.com/blog/2020/02/18/trapezoid-romberg/,199,14605,1.36%,29.01
https://www.johndcook.com/blog/2013/09/01/relating-airy-and-bessel-functions/,197,7512,2.62%,19.28
https://www.johndcook.com/blog/2015/08/18/beam-deflection/,197,5153,3.82%,22.24
https://www.johndcook.com/blog/2024/12/05/the-vis-viva-equation/,196,53208,0.37%,8.33
https://www.johndcook.com/blog/math_symbols/,196,44015,0.45%,23.69
https://www.johndcook.com/blog/2013/01/23/mathematical-card-trick/,195,11764,1.66%,31.33
https://www.johndcook.com/blog/2023/07/02/beta-cdf-bounds/,195,7151,2.73%,16.14
https://www.johndcook.com/blog/2008/10/27/odd-wine-bottle/,195,5828,3.35%,18.83
https://www.johndcook.com/blog/2020/09/23/circles-to-circles/,195,3800,5.13%,32.78
https://www.johndcook.com/blog/2021/12/06/partial-functions/,194,25135,0.77%,14.35
https://www.johndcook.com/blog/2021/11/26/great-circle-equation/,194,12140,1.6%,43.2
https://www.johndcook.com/blog/2020/03/15/product-of-chebyshev-polynomials/,194,7980,2.43%,16.24
https://www.johndcook.com/blog/2008/10/21/what-happens-when-you-add-a-new-teller/,194,6658,2.91%,21.64
https://www.johndcook.com/blog/2009/06/23/tukey-median-ninther/,194,4550,4.26%,23.42
https://www.johndcook.com/blog/2011/06/10/stirling-approximation/,193,150582,0.13%,7.28
https://www.johndcook.com/blog/2022/10/13/pluto-charon/,193,41865,0.46%,14.68
https://www.johndcook.com/blog/2021/11/15/lambert-w-branch-number/,193,17042,1.13%,25.03
https://www.johndcook.com/blog/2019/10/04/fixed-points/,193,10804,1.79%,26.92
https://www.johndcook.com/blog/2023/08/06/swish-mish-and-serf/,192,26942,0.71%,13.67
https://www.johndcook.com/blog/cpp_phi/,192,7170,2.68%,9.35
https://www.johndcook.com/blog/2022/12/31/groups-of-order-2023/,192,2046,9.38%,31.58
https://www.johndcook.com/blog/2024/03/01/whats-the-best-code-editor/,191,51904,0.37%,45.11
https://www.johndcook.com/blog/2011/07/19/you-wanted-banana/,190,22479,0.85%,12.75
https://www.johndcook.com/blog/2023/07/28/harmonic-conjugate/,190,18117,1.05%,34.08
https://www.johndcook.com/blog/2018/09/26/polygon-area/,189,38581,0.49%,34.76
https://www.johndcook.com/blog/2018/01/31/integrating-polynomials-over-a-sphere-or-ball/,188,15687,1.2%,31.46
https://www.johndcook.com/blog/2009/08/31/the-iot-test/,188,2398,7.84%,6.13
https://www.johndcook.com/blog/2009/08/19/generalized-central-limit-theorem/,187,7407,2.52%,30.33
https://www.johndcook.com/blog/2009/01/30/server-utilization-joel-on-queuing/,186,19261,0.97%,13.78
https://www.johndcook.com/blog/2016/02/27/octave-holes-on-a-saxophone/,185,31282,0.59%,20.69
https://www.johndcook.com/blog/2015/12/16/sinc-and-jinc-integrals/,185,23116,0.8%,15.17
https://www.johndcook.com/blog/2018/05/10/reciprocals-of-primes/,185,16921,1.09%,23.5
https://www.johndcook.com/blog/2023/07/29/arpabet-major/,184,45803,0.4%,6.49
https://www.johndcook.com/blog/2022/10/01/visualizing-vowels/,184,16352,1.13%,10.92
https://www.johndcook.com/blog/2022/10/12/operational-calculus/,184,10329,1.78%,18.72
https://www.johndcook.com/blog/2021/02/26/smith-transform/,184,10157,1.81%,32.27
https://www.johndcook.com/blog/2022/09/18/costas-arrays/,184,6284,2.93%,6.54
https://www.johndcook.com/blog/2024/01/01/inverse-factorial/,183,34021,0.54%,10.54
https://www.johndcook.com/blog/2018/07/15/unit-speed-curve/,183,17093,1.07%,33.83
https://www.johndcook.com/blog/2015/05/20/subway-map-of-the-solar-system/,183,11391,1.61%,15.19
https://www.johndcook.com/blog/2022/04/04/fwhm-quadratic/,182,25376,0.72%,19.05
https://www.johndcook.com/blog/2017/02/08/how-efficient-is-morse-code/,182,19449,0.94%,18.6
https://www.johndcook.com/blog/2012/01/05/double-epsilon-dbl_epsilon/,181,15809,1.14%,10.67
https://www.johndcook.com/blog/2020/02/04/odd-numbers-in-pascals-triangle/,181,12264,1.48%,14.33
https://www.johndcook.com/blog/2018/10/25/fourier-jacobi/,181,8162,2.22%,18.59
https://www.johndcook.com/blog/2021/10/03/filling-in-gaps-in-a-trig-table/,181,6456,2.8%,19.47
https://www.johndcook.com/blog/2010/10/25/buffers/,180,47475,0.38%,12.1
https://www.johndcook.com/blog/2020/03/21/how-to-set-num-lock-on-permanently/,180,35223,0.51%,21.26
https://www.johndcook.com/blog/2019/10/22/hacking-with-de-bruijn/,180,13795,1.3%,8.93
https://www.johndcook.com/blog/2016/02/15/curious-numbers/,180,8728,2.06%,9.66
https://www.johndcook.com/blog/normal_cdf_inverse/,179,25749,0.7%,22.5
https://www.johndcook.com/blog/2016/05/03/family-tree-numbering/,179,10888,1.64%,13.83
https://www.johndcook.com/blog/2013/07/19/the-seven-color-map-theorem/,179,7073,2.53%,23.72
https://www.johndcook.com/blog/2022/09/21/field-of-order-9/,178,28364,0.63%,40.05
https://www.johndcook.com/blog/2020/12/09/thaxted/,177,39612,0.45%,15.61
https://www.johndcook.com/OrthogonalPolynomials.pdf,177,5147,3.44%,38.53
https://www.johndcook.com/blog/2014/01/15/braille-unicode-and-binary/,176,8036,2.19%,13.63
https://www.johndcook.com/blog/2009/02/01/finite-differences/,175,17780,0.98%,30.31
https://www.johndcook.com/blog/2012/07/15/ancient-understanding-of-tides/,175,7873,2.22%,10.49
https://www.johndcook.com/blog/2024/10/10/golden-ellipse/,175,5133,3.41%,6.95
https://www.johndcook.com/blog/asymptotic_notation/,174,42391,0.41%,34.87
https://www.johndcook.com/blog/2018/09/20/footnote-on-fifth-root-trick/,174,34572,0.5%,17.55
https://www.johndcook.com/blog/lewis-modal-logics/,174,5332,3.26%,18.09
https://www.johndcook.com/unicode_numbers.html,173,16373,1.06%,18.02
https://www.johndcook.com/blog/2025/05/10/non-attacking-bishops/,172,121289,0.14%,5.54
https://www.johndcook.com/blog/2022/11/02/ellipse-rng/,172,3912,4.4%,18.19
https://www.johndcook.com/blog/2022/08/09/twitter-follower-distribution/,171,16495,1.04%,33
https://www.johndcook.com/blog/2019/03/07/cpu-time/,171,12375,1.38%,25.93
https://www.johndcook.com/blog/2023/07/10/lewis-carroll-determinants/,171,5428,3.15%,7.74
https://www.johndcook.com/blog/skewness_kurtosis/,171,2719,6.29%,26.02
https://www.johndcook.com/blog/binomial_coefficients/,169,38623,0.44%,34.28
https://www.johndcook.com/blog/2024/09/28/limitations-on-venn-diagrams/,169,33968,0.5%,19.64
https://www.johndcook.com/blog/2017/01/10/probability-of-secure-hash-collisions/,169,24497,0.69%,14.82
https://www.johndcook.com/blog/2023/09/14/garners-algorithm/,169,5347,3.16%,22.25
https://www.johndcook.com/blog/2024/11/05/trigonometric-interpolation/,169,4631,3.65%,19.37
https://www.johndcook.com/blog/2019/05/12/golden-ratio-primes/,168,15933,1.05%,20.39
https://www.johndcook.com/blog/2019/12/26/van-der-pol-period/,168,10933,1.54%,21.59
https://www.johndcook.com/blog/2020/09/19/driving-oscillations-with-square-waves/,168,8881,1.89%,34.07
https://www.johndcook.com/blog/2011/09/07/normal-subgroups/,168,7721,2.18%,24.6
https://www.johndcook.com/blog/2017/10/20/eliminate-first-order-term/,168,6827,2.46%,37.63
https://www.johndcook.com/blog/2022/11/16/cubic-quartic-double-root/,167,48322,0.35%,22.62
https://www.johndcook.com/blog/2023/06/19/conic-through-five-points/,167,12342,1.35%,48.92
https://www.johndcook.com/blog/tag/interpolation/,167,9893,1.69%,16.88
https://www.johndcook.com/blog/2019/10/14/privacy-budget/,167,5964,2.8%,9.03
https://www.johndcook.com/blog/services-2/,165,21478,0.77%,11.62
https://www.johndcook.com/blog/2024/01/13/binary-to-text-to-binary/,165,17106,0.96%,26.52
https://www.johndcook.com/blog/2013/08/20/why-are-differentiable-complex-functions-infinitely-differentiable/,165,11415,1.45%,34.38
https://www.johndcook.com/blog/2022/02/09/tent-map/,165,5310,3.11%,9.11
https://www.johndcook.com/Gamma.cpp,164,1295,12.66%,4.57
https://www.johndcook.com/blog/2018/07/24/names-large-numbers/,163,64236,0.25%,20.5
https://www.johndcook.com/blog/python_regex/,163,24970,0.65%,51.79
https://www.johndcook.com/blog/2010/11/15/the-middle-size-of-the-universe/,163,11658,1.4%,26.66
https://www.johndcook.com/blog/csharp_poisson/,163,3756,4.34%,44.66
https://www.johndcook.com/blog/2013/12/03/heisenberg-godel-and-chomsky-walk-into-a-bar/,163,1646,9.9%,19.2
https://www.johndcook.com/blog/2020/11/26/commutative-diagrams-quiver/,162,21430,0.76%,11.43
https://www.johndcook.com/blog/2016/01/09/spectra-of-complete-graphs-stars-and-rings/,162,19573,0.83%,15.56
https://www.johndcook.com/blog/2016/03/22/categorical-products/,161,23552,0.68%,26.77
https://www.johndcook.com/blog/2021/07/14/predator-prey-period/,161,7793,2.07%,28.71
https://www.johndcook.com/blog/2025/03/17/lessons-learned-with-the-z3-sat-smt-solver/,159,19989,0.8%,11.32
https://www.johndcook.com/blog/2013/02/22/undamped-forced-vibrations/,159,18614,0.85%,20.64
https://www.johndcook.com/blog/2021/10/24/dirichlet-mobius/,159,14173,1.12%,18.31
https://www.johndcook.com/blog/2017/08/09/selecting-things-in-emacs/,159,13955,1.14%,9.66
https://www.johndcook.com/blog/2022/11/14/simultaneous-root-finding/,159,6205,2.56%,16.78
https://www.johndcook.com/blog/2022/10/25/gibbsian-method/,159,3370,4.72%,7.09
https://www.johndcook.com/blog/2023/12/02/cauchy-radius/,158,15331,1.03%,24.85
https://www.johndcook.com/quantiles_parameters.pdf,158,11887,1.33%,71.64
https://www.johndcook.com/blog/2018/09/24/riemann-hypothesis-the-fine-structure-constant-and-the-todd-function/,158,11156,1.42%,15.05
https://www.johndcook.com/blog/2023/08/09/cosine-similarity-not-a-metric/,158,11040,1.43%,33.05
https://www.johndcook.com/blog/2024/03/07/blow-up-in-finite-time/,157,28187,0.56%,8.38
https://www.johndcook.com/HypergeometricFunctions.pdf,157,5383,2.92%,36.81
https://www.johndcook.com/blog/2010/06/15/why-computers-have-signed-zero/,156,38756,0.4%,17.25
https://www.johndcook.com/blog/2013/02/19/mechanical-vibrations/,156,13247,1.18%,24.68
https://www.johndcook.com/blog/2021/01/18/peaks-of-sinc/,156,8346,1.87%,26.72
https://www.johndcook.com/blog/2018/04/05/solar-system-on-log-scale/,156,4405,3.54%,15.77
https://www.johndcook.com/blog/2020/06/10/gibbs-phenomenon/,155,54354,0.29%,8.28
https://www.johndcook.com/blog/2016/08/23/area-of-a-triangle-and-its-projections/,155,11175,1.39%,41.48
https://www.johndcook.com/blog/2020/10/02/the-baseball-inequality/,154,3719,4.14%,41.03
https://www.johndcook.com/blog/2018/10/12/jacobi-function-nomenclature/,153,13759,1.11%,13.55
https://www.johndcook.com/blog/2017/08/16/reverse-engineering-the-seed-of-a-linear-congruential-generator/,153,6028,2.54%,17.35
https://www.johndcook.com/blog/2009/02/12/sums-of-uniform-random-values/,152,33064,0.46%,25.52
https://www.johndcook.com/blog/2024/01/16/the-iq-test-ai-cant-pass/,152,15752,0.96%,19.04
https://www.johndcook.com/blog/ieee_exceptions_in_cpp/,151,36319,0.42%,14.73
https://www.johndcook.com/blog/2016/02/10/musical-pitch-notation/,151,12713,1.19%,26.11
https://www.johndcook.com/blog/2025/04/20/fredholm-alternative/,150,9502,1.58%,10.11
https://www.johndcook.com/blog/2012/11/27/shakespeare-on-adolescence/,150,2539,5.91%,10.87
https://www.johndcook.com/blog/2018/04/22/duffing-equation/,149,16956,0.88%,10.56
https://www.johndcook.com/blog/2019/11/05/kahan/,149,9587,1.55%,20.12
https://www.johndcook.com/blog/2008/01/21/selection-bias-and-bombers/,148,11097,1.33%,25.19
https://www.johndcook.com/blog/2021/11/11/odd-parts-and-distinct-parts/,147,13126,1.12%,22.56
https://www.johndcook.com/blog/2022/08/15/org-table-python/,147,7927,1.85%,14.13
https://www.johndcook.com/blog/2023/09/15/ffdhe/,147,7564,1.94%,11.03
https://www.johndcook.com/blog/2018/07/23/biased-random-number-generation/,147,3271,4.49%,13.76
https://www.johndcook.com/blog/2012/05/10/solutions-to-knights-random-walk/,146,9478,1.54%,17.8
https://www.johndcook.com/blog/2023/03/15/slerp/,146,6606,2.21%,21.95
https://www.johndcook.com/blog/2019/09/28/control-characters/,145,22415,0.65%,24.32
https://www.johndcook.com/blog/2017/12/11/higher-order-taylor/,145,6796,2.13%,50.29
https://www.johndcook.com/blog/2010/03/31/maintenance-costs/,145,4608,3.15%,14.63
https://www.johndcook.com/blog/2023/10/02/corny-ai/,145,1179,12.3%,4.65
https://www.johndcook.com/blog/2018/08/07/rock-paper-scissors-lizard-spock/,144,66254,0.22%,18.5
https://www.johndcook.com/blog/2020/01/15/generator-expression/,144,26911,0.54%,24.31
https://www.johndcook.com/blog/2022/04/19/inversion-in-a-circle/,144,19306,0.75%,22.65
https://www.johndcook.com/blog/2021/03/26/simple-gamma-approximation/,144,5130,2.81%,27.86
https://www.johndcook.com/blog/2020/02/02/stiff-differential-equations/,143,24816,0.58%,14.11
https://www.johndcook.com/blog/2018/04/28/quadratic-formula/,143,12947,1.1%,35.22
https://www.johndcook.com/blog/2020/05/29/nuclear-tornadoes/,143,9710,1.47%,10.17
https://www.johndcook.com/blog/2023/01/18/barycentric-trilinear/,142,12300,1.15%,26.89
https://www.johndcook.com/blog/2018/09/04/pi-primes/,141,81983,0.17%,10.59
https://www.johndcook.com/blog/2009/09/15/mercator-projection/,141,62084,0.23%,14.65
https://www.johndcook.com/blog/2018/09/02/orders-of-finite-simple-groups/,141,36455,0.39%,15.2
https://www.johndcook.com/blog/2017/05/17/length-of-a-rose/,141,18181,0.78%,27.04
https://www.johndcook.com/blog/2014/11/30/ten-heads/,141,13477,1.05%,45.38
https://www.johndcook.com/blog/2019/12/31/sinc-jinc-lobes/,141,12996,1.08%,13.05
https://www.johndcook.com/blog/2021/12/19/multiply-octonions/,141,6074,2.32%,16.64
https://www.johndcook.com/blog/2017/12/26/equation-for-the-eiffel-tower/,141,5395,2.61%,9.32
https://www.johndcook.com/blog/applied-complex-analysis/,140,47965,0.29%,51.69
https://www.johndcook.com/blog/seven-normal-forms-in-logic/,140,24883,0.56%,26.04
https://www.johndcook.com/blog/2022/08/02/org-babel-vs-jupyter/,140,4547,3.08%,13.25
https://www.johndcook.com/blog/2022/07/10/ducci-sequences/,139,17350,0.8%,7.03
https://www.johndcook.com/blog/2021/05/26/coin-distribution/,139,15158,0.92%,25.2
https://www.johndcook.com/blog/2022/11/07/elliptic-integral-kinds/,139,10038,1.38%,27.16
https://www.johndcook.com/blog/2009/12/20/roots-of-integers/,138,58677,0.24%,16.4
https://www.johndcook.com/blog/r_language_for_programmers/,138,47261,0.29%,36.04
https://www.johndcook.com/blog/2020/05/06/manipulating-sums/,138,18580,0.74%,48.63
https://www.johndcook.com/blog/2010/07/09/replacing-mathematica-with-python/,138,10042,1.37%,29.05
https://www.johndcook.com/blog/2011/08/26/rejected-thoughts-coming-back/,138,6981,1.98%,8.01
https://www.johndcook.com/blog/2013/02/04/four-hours-of-concentration/,137,12984,1.06%,11.14
https://www.johndcook.com/blog/2010/02/24/random-sequence/,137,11830,1.16%,19.33
https://www.johndcook.com/blog/2024/04/17/approximating-a-spiral-by-rings/,137,11611,1.18%,23.37
https://www.johndcook.com/blog/2023/08/29/stellar-magnitude/,137,6566,2.09%,21.37
https://www.johndcook.com/blog/2024/02/13/borwein-integrals/,136,38444,0.35%,6.61
https://www.johndcook.com/blog/2023/05/06/cube-distance/,136,17295,0.79%,13.49
https://www.johndcook.com/blog/2023/04/14/metallic-ratios/,136,15681,0.87%,12.08
https://www.johndcook.com/blog/2022/01/08/corner-quotes-in-unicode/,136,10280,1.32%,12.16
https://www.johndcook.com/blog/2017/09/20/adding-laplace-or-gaussian-noise-to-database/,136,9647,1.41%,13.26
https://www.johndcook.com/blog/2020/05/10/convert-postscript-to-pdf-locally/,135,35087,0.38%,46.14
https://www.johndcook.com/blog/2024/01/31/bessel-zero-spacing/,135,33445,0.4%,10.22
https://www.johndcook.com/blog/2018/10/10/hadamard-product/,135,30513,0.44%,13.25
https://www.johndcook.com/blog/2019/09/20/zodiac/,135,12483,1.08%,12.26
https://www.johndcook.com/blog/2008/01/25/example-of-the-law-of-small-numbers/,135,8095,1.67%,12.99
https://www.johndcook.com/blog/2019/06/20/nines-and-sigmas/,135,5686,2.37%,29.07
https://www.johndcook.com/blog/2019/09/03/prefix-codes/,134,42201,0.32%,12.15
https://www.johndcook.com/blog/2020/12/01/k-free/,134,28768,0.47%,20.21
https://www.johndcook.com/blog/2015/05/17/fibonacci-number-system/,134,20288,0.66%,21.35
https://www.johndcook.com/blog/2013/02/20/free-damped-vibrations/,134,17953,0.75%,30.56
https://www.johndcook.com/blog/2016/07/18/what-is-an-asper/,134,5852,2.29%,24.18
https://www.johndcook.com/blog/2019/07/12/distribution-of-quadratic-residues/,133,32244,0.41%,31.21
https://www.johndcook.com/blog/2025/03/14/bbp/,133,23917,0.56%,11.43
https://www.johndcook.com/blog/2021/04/30/repeating-decimals-in-any-base/,133,19307,0.69%,36.04
https://www.johndcook.com/blog/2021/09/07/kn-choose-n/,133,12899,1.03%,20.88
